key,notes,en,zh-Hans,zh-Hant,ja,ko,fr,de,es
"quest.exploration_03.title","Source English from Assets/Fortstack/Resources/Quests/06_Exploration/exploration_03.asset. Non-English values are placeholders until reviewed.","Scout Dead Transit","侦察死寂轨道","Scout Dead Transit","Scout Dead Transit","Scout Dead Transit","Scout Dead Transit","Scout Dead Transit","Scout Dead Transit"
"quest.exploration_03.description","Source English from Assets/Fortstack/Resources/Quests/06_Exploration/exploration_03.asset. Non-English values are placeholders until reviewed.","Send a Recruit onto the elevated transit line.","派一名新募员登上高架轨道线。","Send a Recruit onto the elevated transit line.","Send a Recruit onto the elevated transit line.","Send a Recruit onto the elevated transit line.","Send a Recruit onto the elevated transit line.","Send a Recruit onto the elevated transit line.","Send a Recruit onto the elevated transit line."
"quest.exploration_04.title","Source English from Assets/Fortstack/Resources/Quests/06_Exploration/exploration_04.asset. Non-English values are placeholders until reviewed.","Enter Ruins Sector","进入废墟区","Enter Ruins Sector","Enter Ruins Sector","Enter Ruins Sector","Enter Ruins Sector","Enter Ruins Sector","Enter Ruins Sector"
"quest.exploration_04.description","Source English from Assets/Fortstack/Resources/Quests/06_Exploration/exploration_04.asset. Non-English values are placeholders until reviewed.","Send a Recruit into the broken megastructure for high-value salvage.","派一名新募员进入破碎巨构，寻找高价值回收物。","Send a Recruit into the broken megastructure for high-value salvage.","Send a Recruit into the broken megastructure for high-value salvage.","Send a Recruit into the broken megastructure for high-value salvage.","Send a Recruit into the broken megastructure for high-value salvage.","Send a Recruit into the broken megastructure for high-value salvage.","Send a Recruit into the broken megastructure for high-value salvage."
"quest.exploration_05.title","Source English from Assets/Fortstack/Resources/Quests/06_Exploration/exploration_05.asset. Non-English values are placeholders until reviewed.","Search Memory Pit","搜索记忆坑","Search Memory Pit","Search Memory Pit","Search Memory Pit","Search Memory Pit","Search Memory Pit","Search Memory Pit"
"quest.exploration_05.description","Source English from Assets/Fortstack/Resources/Quests/06_Exploration/exploration_05.asset. Non-English values are placeholders until reviewed.","Send a Recruit into the pit and bring back whatever still has a name.","派一名新募员进入坑中，把仍有名字的东西带回来。","Send a Recruit into the pit and bring back whatever still has a name.","Send a Recruit into the pit and bring back whatever still has a name.","Send a Recruit into the pit and bring back whatever still has a name.","Send a Recruit into the pit and bring back whatever still has a name.","Send a Recruit into the pit and bring back whatever still has a name.","Send a Recruit into the pit and bring back whatever still has a name."
"quest.hoarder_01.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_01.asset. Non-English values are placeholders until reviewed.","Stockpile Scrap","囤积废料","Stockpile Scrap","Stockpile Scrap","Stockpile Scrap","Stockpile Scrap","Stockpile Scrap","Stockpile Scrap"
"quest.hoarder_01.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_01.asset. Non-English values are placeholders until reviewed.","Hold at least 10 Scrap for repairs and emergency builds.","持有至少 10 份废料，用于修复和应急建造。","Hold at least 10 Scrap for repairs and emergency builds.","Hold at least 10 Scrap for repairs and emergency builds.","Hold at least 10 Scrap for repairs and emergency builds.","Hold at least 10 Scrap for repairs and emergency builds.","Hold at least 10 Scrap for repairs and emergency builds.","Hold at least 10 Scrap for repairs and emergency builds."
"quest.hoarder_02.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_02.asset. Non-English values are placeholders until reviewed.","Stockpile Circuit Parts","囤积电路零件","Stockpile Circuit Parts","Stockpile Circuit Parts","Stockpile Circuit Parts","Stockpile Circuit Parts","Stockpile Circuit Parts","Stockpile Circuit Parts"
"quest.hoarder_02.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_02.asset. Non-English values are placeholders until reviewed.","Hold at least 10 Circuit Parts before the next infrastructure push.","在下一轮基础设施推进前，持有至少 10 份电路零件。","Hold at least 10 Circuit Parts before the next infrastructure push.","Hold at least 10 Circuit Parts before the next infrastructure push.","Hold at least 10 Circuit Parts before the next infrastructure push.","Hold at least 10 Circuit Parts before the next infrastructure push.","Hold at least 10 Circuit Parts before the next infrastructure push.","Hold at least 10 Circuit Parts before the next infrastructure push."
"quest.hoarder_03.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_03.asset. Non-English values are placeholders until reviewed.","Stockpile Slurry","囤积浆料","Stockpile Slurry","Stockpile Slurry","Stockpile Slurry","Stockpile Slurry","Stockpile Slurry","Stockpile Slurry"
"quest.hoarder_03.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_03.asset. Non-English values are placeholders until reviewed.","Hold at least 10 Ceramic Slurry for casing, blocks, and patchwork.","持有至少 10 份陶瓷浆料，用于外壳、砌块和补丁作业。","Hold at least 10 Ceramic Slurry for casing, blocks, and patchwork.","Hold at least 10 Ceramic Slurry for casing, blocks, and patchwork.","Hold at least 10 Ceramic Slurry for casing, blocks, and patchwork.","Hold at least 10 Ceramic Slurry for casing, blocks, and patchwork.","Hold at least 10 Ceramic Slurry for casing, blocks, and patchwork.","Hold at least 10 Ceramic Slurry for casing, blocks, and patchwork."
"quest.hoarder_04.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_04.asset. Non-English values are placeholders until reviewed.","Ration Audit I","口粮审计 I","Ration Audit I","Ration Audit I","Ration Audit I","Ration Audit I","Ration Audit I","Ration Audit I"
"quest.hoarder_04.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_04.asset. Non-English values are placeholders until reviewed.","Hold consumables worth at least 10 total nutrition.","持有总营养值至少 10 的可食用物。","Hold consumables worth at least 10 total nutrition.","Hold consumables worth at least 10 total nutrition.","Hold consumables worth at least 10 total nutrition.","Hold consumables worth at least 10 total nutrition.","Hold consumables worth at least 10 total nutrition.","Hold consumables worth at least 10 total nutrition."
"quest.hoarder_05.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_05.asset. Non-English values are placeholders until reviewed.","Ration Audit II","口粮审计 II","Ration Audit II","Ration Audit II","Ration Audit II","Ration Audit II","Ration Audit II","Ration Audit II"
"quest.hoarder_05.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_05.asset. Non-English values are placeholders until reviewed.","Hold consumables worth at least 20 total nutrition.","持有总营养值至少 20 的可食用物。","Hold consumables worth at least 20 total nutrition.","Hold consumables worth at least 20 total nutrition.","Hold consumables worth at least 20 total nutrition.","Hold consumables worth at least 20 total nutrition.","Hold consumables worth at least 20 total nutrition.","Hold consumables worth at least 20 total nutrition."
"quest.hoarder_06.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_06.asset. Non-English values are placeholders until reviewed.","Ration Audit III","口粮审计 III","Ration Audit III","Ration Audit III","Ration Audit III","Ration Audit III","Ration Audit III","Ration Audit III"
"quest.hoarder_06.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_06.asset. Non-English values are placeholders until reviewed.","Hold consumables worth at least 50 total nutrition.","持有总营养值至少 50 的可食用物。","Hold consumables worth at least 50 total nutrition.","Hold consumables worth at least 50 total nutrition.","Hold consumables worth at least 50 total nutrition.","Hold consumables worth at least 50 total nutrition.","Hold consumables worth at least 50 total nutrition.","Hold consumables worth at least 50 total nutrition."
"quest.hoarder_07.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_07.asset. Non-English values are placeholders until reviewed.","Credit Reserve I","信用储备 I","Credit Reserve I","Credit Reserve I","Credit Reserve I","Credit Reserve I","Credit Reserve I","Credit Reserve I"
"quest.hoarder_07.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_07.asset. Non-English values are placeholders until reviewed.","Hold at least 30 Credits in the district ledger.","在街区账本中持有至少 30 信用点。","Hold at least 30 Credits in the district ledger.","Hold at least 30 Credits in the district ledger.","Hold at least 30 Credits in the district ledger.","Hold at least 30 Credits in the district ledger.","Hold at least 30 Credits in the district ledger.","Hold at least 30 Credits in the district ledger."
"quest.hoarder_08.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_08.asset. Non-English values are placeholders until reviewed.","Credit Reserve II","信用储备 II","Credit Reserve II","Credit Reserve II","Credit Reserve II","Credit Reserve II","Credit Reserve II","Credit Reserve II"
"quest.hoarder_08.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_08.asset. Non-English values are placeholders until reviewed.","Hold at least 50 Credits in the district ledger.","在街区账本中持有至少 50 信用点。","Hold at least 50 Credits in the district ledger.","Hold at least 50 Credits in the district ledger.","Hold at least 50 Credits in the district ledger.","Hold at least 50 Credits in the district ledger.","Hold at least 50 Credits in the district ledger.","Hold at least 50 Credits in the district ledger."
"quest.hoarder_09.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_09.asset. Non-English values are placeholders until reviewed.","Credit Reserve III","信用储备 III","Credit Reserve III","Credit Reserve III","Credit Reserve III","Credit Reserve III","Credit Reserve III","Credit Reserve III"
"quest.hoarder_09.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_09.asset. Non-English values are placeholders until reviewed.","Hold at least 100 Credits in the district ledger.","在街区账本中持有至少 100 信用点。","Hold at least 100 Credits in the district ledger.","Hold at least 100 Credits in the district ledger.","Hold at least 100 Credits in the district ledger.","Hold at least 100 Credits in the district ledger.","Hold at least 100 Credits in the district ledger.","Hold at least 100 Credits in the district ledger."
"quest.hoarder_10.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_10.asset. Non-English values are placeholders until reviewed.","Storage Buffer I","存储缓冲 I","Storage Buffer I","Storage Buffer I","Storage Buffer I","Storage Buffer I","Storage Buffer I","Storage Buffer I"
"quest.hoarder_10.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_10.asset. Non-English values are placeholders until reviewed.","Raise card capacity to 30 or more.","把卡牌容量提升到 30 或更多。","Raise card capacity to 30 or more.","Raise card capacity to 30 or more.","Raise card capacity to 30 or more.","Raise card capacity to 30 or more.","Raise card capacity to 30 or more.","Raise card capacity to 30 or more."
"quest.hoarder_11.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_11.asset. Non-English values are placeholders until reviewed.","Storage Buffer II","存储缓冲 II","Storage Buffer II","Storage Buffer II","Storage Buffer II","Storage Buffer II","Storage Buffer II","Storage Buffer II"
"quest.hoarder_11.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_11.asset. Non-English values are placeholders until reviewed.","Raise card capacity to 45 or more.","把卡牌容量提升到 45 或更多。","Raise card capacity to 45 or more.","Raise card capacity to 45 or more.","Raise card capacity to 45 or more.","Raise card capacity to 45 or more.","Raise card capacity to 45 or more.","Raise card capacity to 45 or more."
"quest.hoarder_12.title","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_12.asset. Non-English values are placeholders until reviewed.","Storage Buffer III","存储缓冲 III","Storage Buffer III","Storage Buffer III","Storage Buffer III","Storage Buffer III","Storage Buffer III","Storage Buffer III"
"quest.hoarder_12.description","Source English from Assets/Fortstack/Resources/Quests/07_Hoarder/hoarder_12.asset. Non-English values are placeholders until reviewed.","Raise card capacity to 60 or more.","把卡牌容量提升到 60 或更多。","Raise card capacity to 60 or more.","Raise card capacity to 60 or more.","Raise card capacity to 60 or more.","Raise card capacity to 60 or more.","Raise card capacity to 60 or more.","Raise card capacity to 60 or more."
"quest.construction_01.title","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_01.asset. Non-English values are placeholders until reviewed.","Build Logistics Yard","建造物流场","Build Logistics Yard","Build Logistics Yard","Build Logistics Yard","Build Logistics Yard","Build Logistics Yard","Build Logistics Yard"
"quest.construction_01.description","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_01.asset. Non-English values are placeholders until reviewed.","Clear a Logistics Yard so the district can hold more.","清出一座物流场，让街区能容纳更多东西。","Clear a Logistics Yard so the district can hold more.","Clear a Logistics Yard so the district can hold more.","Clear a Logistics Yard so the district can hold more.","Clear a Logistics Yard so the district can hold more.","Clear a Logistics Yard so the district can hold more.","Clear a Logistics Yard so the district can hold more."
"quest.construction_02.title","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_02.asset. Non-English values are placeholders until reviewed.","Build Recycler Yard","建造回收场","Build Recycler Yard","Build Recycler Yard","Build Recycler Yard","Build Recycler Yard","Build Recycler Yard","Build Recycler Yard"
"quest.construction_02.description","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_02.asset. Non-English values are placeholders until reviewed.","Build a Recycler Yard and turn scrap work into a system.","建造回收场，把废料作业变成系统。","Build a Recycler Yard and turn scrap work into a system.","Build a Recycler Yard and turn scrap work into a system.","Build a Recycler Yard and turn scrap work into a system.","Build a Recycler Yard and turn scrap work into a system.","Build a Recycler Yard and turn scrap work into a system.","Build a Recycler Yard and turn scrap work into a system."
"quest.construction_03.title","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_03.asset. Non-English values are placeholders until reviewed.","Build Rubble Extractor","建造碎石提取机","Build Rubble Extractor","Build Rubble Extractor","Build Rubble Extractor","Build Rubble Extractor","Build Rubble Extractor","Build Rubble Extractor"
"quest.construction_03.description","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_03.asset. Non-English values are placeholders until reviewed.","Build a Rubble Extractor for steady circuit salvage.","建造碎石提取机，稳定回收电路。","Build a Rubble Extractor for steady circuit salvage.","Build a Rubble Extractor for steady circuit salvage.","Build a Rubble Extractor for steady circuit salvage.","Build a Rubble Extractor for steady circuit salvage.","Build a Rubble Extractor for steady circuit salvage.","Build a Rubble Extractor for steady circuit salvage."
"quest.construction_04.title","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_04.asset. Non-English values are placeholders until reviewed.","Build Slurry Pump","建造浆料泵","Build Slurry Pump","Build Slurry Pump","Build Slurry Pump","Build Slurry Pump","Build Slurry Pump","Build Slurry Pump"
"quest.construction_04.description","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_04.asset. Non-English values are placeholders until reviewed.","Build a Slurry Pump to feed ceramic production.","建造浆料泵，为陶瓷生产供料。","Build a Slurry Pump to feed ceramic production.","Build a Slurry Pump to feed ceramic production.","Build a Slurry Pump to feed ceramic production.","Build a Slurry Pump to feed ceramic production.","Build a Slurry Pump to feed ceramic production.","Build a Slurry Pump to feed ceramic production."
"quest.construction_05.title","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_05.asset. Non-English values are placeholders until reviewed.","Build Hydroponic Farm","建造水培农场","Build Hydroponic Farm","Build Hydroponic Farm","Build Hydroponic Farm","Build Hydroponic Farm","Build Hydroponic Farm","Build Hydroponic Farm"
"quest.construction_05.description","Source English from Assets/Fortstack/Resources/Quests/08_Construction/construction_05.asset. Non-English values are placeholders until reviewed.","Build a Hydroponic Farm and stabilize ration growth.","建造水培农场，稳定口粮增长。","Build a Hydroponic Farm and stabilize ration growth.","Build a Hydroponic Farm and stabilize ration growth.","Build a Hydroponic Farm and stabilize ration growth.","Build a Hydroponic Farm and stabilize ration growth.","Build a Hydroponic Farm and stabilize ration growth.","Build a Hydroponic Farm and stabilize ration growth."
"quest.survive_01.title","Source English from Assets/Fortstack/Resources/Quests/10_Survive/survive_01.asset. Non-English values are placeholders until reviewed.","Hold Until Day 8","坚持到第 8 天","Hold Until Day 8","Hold Until Day 8","Hold Until Day 8","Hold Until Day 8","Hold Until Day 8","Hold Until Day 8"
"quest.survive_01.description","Source English from Assets/Fortstack/Resources/Quests/10_Survive/survive_01.asset. Non-English values are placeholders until reviewed.","Keep the district alive through the first full blackout cycle.","让街区活过第一个完整断电循环。","Keep the district alive through the first full blackout cycle.","Keep the district alive through the first full blackout cycle.","Keep the district alive through the first full blackout cycle.","Keep the district alive through the first full blackout cycle.","Keep the district alive through the first full blackout cycle.","Keep the district alive through the first full blackout cycle."
"quest.survive_02.title","Source English from Assets/Fortstack/Resources/Quests/10_Survive/survive_02.asset. Non-English values are placeholders until reviewed.","Hold Until Day 16","坚持到第 16 天","Hold Until Day 16","Hold Until Day 16","Hold Until Day 16","Hold Until Day 16","Hold Until Day 16","Hold Until Day 16"
"quest.survive_02.description","Source English from Assets/Fortstack/Resources/Quests/10_Survive/survive_02.asset. Non-English values are placeholders until reviewed.","Survive long enough for shortages to become systems.","活得足够久，让短缺变成系统。","Survive long enough for shortages to become systems.","Survive long enough for shortages to become systems.","Survive long enough for shortages to become systems.","Survive long enough for shortages to become systems.","Survive long enough for shortages to become systems.","Survive long enough for shortages to become systems."
"quest.survive_03.title","Source English from Assets/Fortstack/Resources/Quests/10_Survive/survive_03.asset. Non-English values are placeholders until reviewed.","Hold Until Day 32","坚持到第 32 天","Hold Until Day 32","Hold Until Day 32","Hold Until Day 32","Hold Until Day 32","Hold Until Day 32","Hold Until Day 32"
"quest.survive_03.description","Source English from Assets/Fortstack/Resources/Quests/10_Survive/survive_03.asset. Non-English values are placeholders until reviewed.","Keep the Last Kernel district running past the long failure curve.","让 Last Kernel 街区撑过漫长失效曲线。","Keep the Last Kernel district running past the long failure curve.","Keep the Last Kernel district running past the long failure curve.","Keep the Last Kernel district running past the long failure curve.","Keep the Last Kernel district running past the long failure curve.","Keep the Last Kernel district running past the long failure curve.","Keep the Last Kernel district running past the long failure curve."
"quest.survive_04.title","Source English from Assets/Fortstack/Resources/Quests/10_Survive/survive_04.asset. Non-English values are placeholders until reviewed.","Hold Until Day 64","坚持到第 64 天","Hold Until Day 64","Hold Until Day 64","Hold Until Day 64","Hold Until Day 64","Hold Until Day 64","Hold Until Day 64"
"quest.survive_04.description","Source English from Assets/Fortstack/Resources/Quests/10_Survive/survive_04.asset. Non-English values are placeholders until reviewed.","Outlast the city long enough to prove the district is not temporary.","比这座城市坚持得更久，证明这个街区不是临时方案。","Outlast the city long enough to prove the district is not temporary.","Outlast the city long enough to prove the district is not temporary.","Outlast the city long enough to prove the district is not temporary.","Outlast the city long enough to prove the district is not temporary.","Outlast the city long enough to prove the district is not temporary.","Outlast the city long enough to prove the district is not temporary."
"quest.the_basics_01.title","Source English from Assets/Fortstack/Resources/Quests/11_TheBasics/the_basics_01.asset. Non-English values are placeholders until reviewed.","Open Floodline Crate","打开洪线箱","Open Floodline Crate","Open Floodline Crate","Open Floodline Crate","Open Floodline Crate","Open Floodline Crate","Open Floodline Crate"
"quest.the_basics_01.description","Source English from Assets/Fortstack/Resources/Quests/11_TheBasics/the_basics_01.asset. Non-English values are placeholders until reviewed.","Open the Floodline Salvage Crate and inspect the drowned-sector supplies.","打开洪线回收箱，检查淹没区域的补给。","Open the Floodline Salvage Crate and inspect the drowned-sector supplies.","Open the Floodline Salvage Crate and inspect the drowned-sector supplies.","Open the Floodline Salvage Crate and inspect the drowned-sector supplies.","Open the Floodline Salvage Crate and inspect the drowned-sector supplies.","Open the Floodline Salvage Crate and inspect the drowned-sector supplies.","Open the Floodline Salvage Crate and inspect the drowned-sector supplies."
"quest.the_basics_02.title","Source English from Assets/Fortstack/Resources/Quests/11_TheBasics/the_basics_02.asset. Non-English values are placeholders until reviewed.","Secure Coolant","确保冷却剂","Secure Coolant","Secure Coolant","Secure Coolant","Secure Coolant","Secure Coolant","Secure Coolant"
"quest.the_basics_02.description","Source English from Assets/Fortstack/Resources/Quests/11_TheBasics/the_basics_02.asset. Non-English values are placeholders until reviewed.","Hold one Coolant Pod from a Power Cabinet or floodline cache.","从电力柜或洪线缓存中持有一个冷却剂舱。","Hold one Coolant Pod from a Power Cabinet or floodline cache.","Hold one Coolant Pod from a Power Cabinet or floodline cache.","Hold one Coolant Pod from a Power Cabinet or floodline cache.","Hold one Coolant Pod from a Power Cabinet or floodline cache.","Hold one Coolant Pod from a Power Cabinet or floodline cache.","Hold one Coolant Pod from a Power Cabinet or floodline cache."
"quest.the_basics_03.title","Source English from Assets/Fortstack/Resources/Quests/11_TheBasics/the_basics_03.asset. Non-English values are placeholders until reviewed.","Mine Server Spine","开采服务器脊柱","Mine Server Spine","Mine Server Spine","Mine Server Spine","Mine Server Spine","Mine Server Spine","Mine Server Spine"
"quest.the_basics_03.description","Source English from Assets/Fortstack/Resources/Quests/11_TheBasics/the_basics_03.asset. Non-English values are placeholders until reviewed.","Work the Server Spine and recover Circuit Parts.","作业服务器脊柱，回收电路零件。","Work the Server Spine and recover Circuit Parts.","Work the Server Spine and recover Circuit Parts.","Work the Server Spine and recover Circuit Parts.","Work the Server Spine and recover Circuit Parts.","Work the Server Spine and recover Circuit Parts.","Work the Server Spine and recover Circuit Parts."
"encounter.encounter_villager.notification","Source English from Assets/Fortstack/Resources/Encounters/Encounter_Villager.asset. Non-English values are placeholders until reviewed.","A lost Recruit signals from the district edge.","失踪的新募员从街区边缘发来信号。","A lost Recruit signals from the district edge.","A lost Recruit signals from the district edge.","A lost Recruit signals from the district edge.","A lost Recruit signals from the district edge.","A lost Recruit signals from the district edge.","A lost Recruit signals from the district edge."
"encounter.encounter_weekly_goblin.notification","Source English from Assets/Fortstack/Resources/Encounters/Encounter_Weekly_Goblin.asset. Non-English values are placeholders until reviewed.","A Glitched Raider crew is closing on the outer barricades.","一群故障掠夺者正向外围防线逼近。","A Glitched Raider crew is closing on the outer barricades.","A Glitched Raider crew is closing on the outer barricades.","A Glitched Raider crew is closing on the outer barricades.","A Glitched Raider crew is closing on the outer barricades.","A Glitched Raider crew is closing on the outer barricades.","A Glitched Raider crew is closing on the outer barricades."
"encounter.encounter_weekly_slime.notification","Source English from Assets/Fortstack/Resources/Encounters/Encounter_Weekly_Slime.asset. Non-English values are placeholders until reviewed.","A Null Anomaly leaks through the outer grid.","一个空值异常体从外围网格渗漏而入。","A Null Anomaly leaks through the outer grid.","A Null Anomaly leaks through the outer grid.","A Null Anomaly leaks through the outer grid.","A Null Anomaly leaks through the outer grid.","A Null Anomaly leaks through the outer grid.","A Null Anomaly leaks through the outer grid."
"hud.day","HUD phase label — day phase","DAY","白昼","白昼","昼","낮","JOUR","TAG","DÍA"
"hud.night","HUD phase label — night combat","NIGHT","夜间","夜間","夜","밤","NUIT","NACHT","NOCHE"
"hud.startNight","HUD button — end day and begin night combat","Start Night","开始夜间","開始夜間","夜開始","밤 시작","Début de nuit","Nacht beginnen","Iniciar noche"
"hud.wave","HUD label — current wave number, {0}=wave","Night {0}","第 {0} 夜","第 {0} 夜","夜 {0}","밤 {0}","Nuit {0}","Nacht {0}","Noche {0}"
"hud.baseHP","HUD label — base HP current/max, {0}=current {1}=max","HP {0} / {1}","HP {0} / {1}","HP {0} / {1}","HP {0} / {1}","HP {0} / {1}","HP {0} / {1}","HP {0} / {1}","HP {0} / {1}"
"hud.enemies","HUD label — enemy count alive/total, {0}=alive {1}=total","Enemies: {0} / {1}","敌人：{0} / {1}","敵人：{0} / {1}","敵：{0} / {1}","적：{0} / {1}","Ennemis : {0} / {1}","Feinde: {0} / {1}","Enemigos: {0} / {1}"
"hud.nutrition","HUD resource — food nutrition {0}=current {1}=need","Food {0}/{1}","食物 {0}/{1}","食物 {0}/{1}","食物 {0}/{1}","음식 {0}/{1}","Nourrit. {0}/{1}","Nahrung {0}/{1}","Comida {0}/{1}"
"hud.currency","HUD resource — gold coins {0}=amount","G {0}","金 {0}","金 {0}","金 {0}","금 {0}","Or {0}","G {0}","Oro {0}"
"menu.tab.quests","In-game side panel — quests tab label","QUESTS","任务","任務","クエスト","퀘스트","QUÊTES","QUESTS","MISIONES"
"menu.tab.recipes","In-game side panel — recipes tab label","RECIPES","配方","配方","レシピ","레시피","RECETTES","REZEPTE","RECETAS"
"title.achievements","Title screen — achievements button and panel title","ACHIEVEMENTS","成就","成就","実績","업적","SUCCÈS","ERFOLGE","LOGROS"
"ach.first_pack.name","Achievement name — opened first card pack","First Drop","首次开包","首次開包","最初のドロップ","첫 번째 드롭","Premier Loot","Erster Drop","Primer Botín"
"ach.first_pack.description","Achievement description — opened first card pack","Open your first card pack.","打开第一个卡包。","打開第一個卡包。","最初のカードパックを開く。","첫 번째 카드 팩을 여세요.","Ouvrez votre premier paquet de cartes.","Öffne dein erstes Kartenpaket.","Abre tu primer sobre de cartas."
"ach.first_win.name","Achievement name — win first game (secret)","Last Standing","最后幸存","最後倖存","最後の生存者","마지막 생존자","Dernier Debout","Letzter Überlebender","El Último en Pie"
"ach.first_win.description","Achievement description — win first game (secret)","Win your first run.","赢得第一次游戏。","贏得第一次遊戲。","最初のゲームに勝利する。","첫 번째 게임을 이기세요.","Gagnez votre première partie.","Gewinne dein erstes Spiel.","Gana tu primera partida."
"ach.first_night.name","Achievement name — survive first night","Night Shift","夜班","夜班","夜間シフト","야간 근무","Nuit de Garde","Nachtschicht","Turno de Noche"
"ach.first_night.description","Achievement description — survive first night","Survive your first night attack.","撑过第一次夜间袭击。","撐過第一次夜間襲擊。","最初の夜の攻撃を生き延びる。","첫 번째 야간 공격을 버티세요.","Survivez à votre première attaque nocturne.","Überlebe deinen ersten Nachtangriff.","Sobrevive tu primer ataque nocturno."
"ach.first_craft.name","Achievement name — craft item for first time","Fabricator","制造者","製造者","ファブリケーター","제작자","Fabricateur","Fabrikant","Fabricador"
"ach.first_craft.description","Achievement description — craft item for first time","Craft an item for the first time.","第一次合成物品。","第一次合成物品。","初めてアイテムを製作する。","처음으로 아이템을 제작하세요.","Fabriquez un objet pour la première fois.","Stelle zum ersten Mal einen Gegenstand her.","Fabrica un objeto por primera vez."
"ach.first_quest.name","Achievement name — complete first quest","On Duty","执行任务","執行任務","任務遂行","임무 수행","En Service","Im Einsatz","En Servicio"
"ach.first_quest.description","Achievement description — complete first quest","Complete your first quest.","完成第一个任务。","完成第一個任務。","最初のクエストを完了する。","첫 번째 퀘스트를 완료하세요.","Terminez votre première quête.","Schließe deine erste Quest ab.","Completa tu primera misión."
"ach.eureka.name","Achievement name — discover first recipe","Eureka","尤里卡","尤里卡","ユーレカ","유레카","Eurêka","Heureka","Eureka"
"ach.eureka.description","Achievement description — discover first recipe","Discover a new recipe.","发现一个新配方。","發現一個新配方。","新しいレシピを発見する。","새로운 레시피를 발견하세요.","Découvrez une nouvelle recette.","Entdecke ein neues Rezept.","Descubre una nueva receta."
"ach.language.name","Achievement name — changed game language","Polyglot","多语者","多語者","ポリグロット","다국어 사용자","Polyglotte","Polyglott","Políglota"
"ach.language.description","Achievement description — changed game language","Change the game language.","更改游戏语言。","更改遊戲語言。","ゲームの言語を変更する。","게임 언어를 변경하세요.","Changez la langue du jeu.","Ändere die Spielsprache.","Cambia el idioma del juego."
"ach.veteran.name","Achievement name — survive 5 nights","Veteran","老兵","老兵","ベテラン","베테랑","Vétéran","Veteran","Veterano"
"ach.veteran.description","Achievement description — survive 5 nights","Survive 5 nights.","撑过 5 次夜间袭击。","撐過 5 次夜間襲擊。","5回の夜を生き延びる。","밤 5번을 버티세요.","Survivez à 5 nuits.","Überlebe 5 Nächte.","Sobrevive 5 noches."
"hud.cards","HUD resource — cards owned/limit {0}=owned {1}=limit","Cards {0}/{1}","牌 {0}/{1}","牌 {0}/{1}","牌 {0}/{1}","카드 {0}/{1}","Cartes {0}/{1}","Karten {0}/{1}","Cartas {0}/{1}"
"hud.pace.paused","HUD time pace button — paused state","0×","0×","0×","0×","0×","0×","0×","0×"
"hud.pace.normal","HUD time pace button — normal speed","1×","1×","1×","1×","1×","1×","1×","1×"
"hud.pace.fast","HUD time pace button — fast speed","2×","2×","2×","2×","2×","2×","2×","2×"
"victory.title","Victory panel header","Wave Cleared!","波次清除！","波次清除！","ウェーブ突破！","웨이브 클리어！","Vague eliminee !","Welle geloescht!","¡Oleada eliminada!"
"victory.continue","Victory panel continue button","Continue","继续","繼續","続行","계속","Continuer","Fortfahren","Continuar"
